Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
-0.6249,Tue Mar 20 08:45:00 +0000 2018,0.421,0.579,0.0,Tucker Blasts 'Third-World Nonsense' Surrounding Andrew McCabe's Firing https://t.co/1yL4zv2yDD,99,@FoxNews
0.0,Tue Mar 20 19:38:26 +0000 2018,0.0,1.0,0.0,RT @NYTScience: Humans interbred with Neanderthals. Migrants from what is now Taiwan settled much of the remote Pacific. Once we knew littl…,0,@NYTimes
0.5719,Tue Mar 20 19:28:06 +0000 2018,0.0,0.773,0.227,"President Trump welcomed Saudi Arabia’s crown prince to the White House, reaffirming his endorsement of an ambitiou… https://t.co/i9PoQGBqNr",1,@NYTimes
-0.34,Tue Mar 20 19:19:51 +0000 2018,0.264,0.569,0.167,"Great Mills High School shooting updates:
• The suspect, Austin Wyatt Rollins, 17, was confirmed dead
• 16-year-old… https://t.co/Fb2juqoZBU",2,@NYTimes
-0.8934,Tue Mar 20 19:18:05 +0000 2018,0.416,0.584,0.0,The Minneapolis police officer who fatally shot an Australian woman last summer has been charged with murder https://t.co/ekXNYDvhch,3,@NYTimes
-0.6997,Tue Mar 20 19:08:05 +0000 2018,0.347,0.653,0.0,"RT @nytgraphics: How a self-driving Uber killed a pedestrian in Arizona.
https://t.co/Lkpqvmwfmu",4,@NYTimes
0.0,Tue Mar 20 18:58:06 +0000 2018,0.0,1.0,0.0,Authorities are scrambling for clues that could connect a package that exploded in San Antonio to the explosions in… https://t.co/vDdsdRmsxK,5,@NYTimes
0.0,Tue Mar 20 18:52:42 +0000 2018,0.0,1.0,0.0,This is a story about dogs at the movies https://t.co/8afzOXv0C1 https://t.co/U6jURj2LPl,6,@NYTimes
-0.3182,Tue Mar 20 18:48:05 +0000 2018,0.133,0.867,0.0,A California law that requires “crisis pregnancy centers” to provide information about abortion met a skeptical rec… https://t.co/rebHavwlUR,7,@NYTimes
0.0772,Tue Mar 20 18:38:03 +0000 2018,0.0,0.942,0.058,"RT @nytimesworld: As the number of mountaineers winding through the Everest region has multiplied, so has the trash — beer bottles, food ca…",8,@NYTimes
0.2732,Tue Mar 20 18:28:05 +0000 2018,0.0,0.89,0.11,RT @nytopinion: Running across a person who had committed genocide was always a possibility in Argentina in the 1990s https://t.co/5RTwC8va…,9,@NYTimes
0.4215,Tue Mar 20 18:18:04 +0000 2018,0.0,0.859,0.141,"If you liked Kim Kardashian on Facebook, researchers can tell how extroverted (very), conscientious (more than most… https://t.co/Cj11Mh00Kf",10,@NYTimes
-0.7184,Tue Mar 20 18:08:21 +0000 2018,0.28,0.72,0.0,"Cynthia Nixon, on her first full day as a candidate, wasted no time in confronting Gov. Cuomo in sharp and personal… https://t.co/dAknK25Uvi",11,@NYTimes
0.2263,Tue Mar 20 17:58:03 +0000 2018,0.068,0.821,0.111,"A Trump administration proposal would limit the ability of the U.S., Mexico and Canada to warn consumers about the… https://t.co/EcOckxj3e3",12,@NYTimes
-0.5267,Tue Mar 20 17:48:02 +0000 2018,0.134,0.866,0.0,"RT @nytimesarts: The story of ""Roxanne's Revenge"" and Roxanne Shanté, who paved the way for Foxy Brown, Lil' Kim, Cardi B and others https:…",13,@NYTimes
0.0,Tue Mar 20 17:41:09 +0000 2018,0.0,1.0,0.0,RT @jimrutenberg: EXCLUSIVE/BREAKING: Former Playboy model Karen McDougal sues to get out of “catch and kill” deal with National Enquirer p…,14,@NYTimes
0.2732,Tue Mar 20 17:35:50 +0000 2018,0.083,0.751,0.166,A former Playboy model who claimed she had an affair with Donald Trump is suing to be freed from a 2016 legal deal… https://t.co/0aeHzdcgS8,15,@NYTimes
-0.1027,Tue Mar 20 17:32:06 +0000 2018,0.091,0.909,0.0,Their pay has stood still. Now Oklahoma teachers could be the next to walk. https://t.co/vCjft7hP9f,16,@NYTimes
-0.5267,Tue Mar 20 17:22:07 +0000 2018,0.139,0.861,0.0,An NYC agency has documented every instance it believes it has caught an police officer lying. But of the 81 cases… https://t.co/DsQTOBOveR,17,@NYTimes
0.4939,Tue Mar 20 17:06:41 +0000 2018,0.0,0.842,0.158,"Breaking News: President Trump called Vladimir Putin to congratulate him for his re-election victory, days after th… https://t.co/OlTzbOBXZ6",18,@NYTimes
0.101,Tue Mar 20 17:02:05 +0000 2018,0.097,0.792,0.111,"RT @jeligon: “One of the most popular liberal post-racial ideas is the idea that the fundamental problem is class and not race, and clearly…",19,@NYTimes
-0.34,Tue Mar 20 16:55:48 +0000 2018,0.244,0.602,0.154,"• The shooting suspect in the Great Mills high school shooting has been confirmed dead.
• Two students were injured… https://t.co/pvsZWuCHWZ",20,@NYTimes
0.0,Tue Mar 20 16:52:05 +0000 2018,0.0,1.0,0.0,Mississippi's governor is expected to pick the state's agricultural commissioner — who would be the first woman to… https://t.co/w8trN1KI4m,21,@NYTimes
0.0,Tue Mar 20 16:42:04 +0000 2018,0.0,1.0,0.0,"Next month, the U.S. economic recovery will become the second-longest on record. Here's how it might end. https://t.co/2mLbMtzQCy",22,@NYTimes
0.3612,Tue Mar 20 16:32:05 +0000 2018,0.0,0.783,0.217,Are you ready to quit Facebook? (From March 2017) https://t.co/AJ0vqx0nui,23,@NYTimes
-0.1531,Tue Mar 20 16:22:24 +0000 2018,0.088,0.846,0.065,"Larry Kwong, the NHL's first player of Asian descent, has died at 94. He played only one game in 1948, but that was… https://t.co/h5RRO4pGmH",24,@NYTimes
0.0,Tue Mar 20 16:12:05 +0000 2018,0.0,1.0,0.0,"Canada's outdoor rinks are melting. And with them, so is a way of life. https://t.co/lilvF3C3kS",25,@NYTimes
-0.2732,Tue Mar 20 16:02:04 +0000 2018,0.084,0.916,0.0,RT @nytlizrobbins: Is he New York state's Joe Arpaio? A lone New York sheriff signs up to aid immigration crackdown. He says it's for publi…,26,@NYTimes
0.296,Tue Mar 20 15:52:08 +0000 2018,0.113,0.721,0.167,"La Borinqueña, a Puerto Rican heroine, will be fighting alongside Wonder Woman, Batman, Superman and other DC Comic… https://t.co/gXwfwlBS3T",27,@NYTimes
-0.5106,Tue Mar 20 15:42:03 +0000 2018,0.136,0.864,0.0,"RT @nytpolitics: Ben Carson told a House committee he failed to adhere to a federal spending cap for the purchase of a $31,000 mahogany din…",28,@NYTimes
0.0,Tue Mar 20 15:38:33 +0000 2018,0.0,1.0,0.0,"Ben Carson said the purchase of a $31,000 dining room set for his office wasn't about decoration. It was about safe… https://t.co/ZLE7c2NQuY",29,@NYTimes
-0.5574,Tue Mar 20 15:32:04 +0000 2018,0.153,0.847,0.0,"Andrew McCabe, the former FBI deputy director, was fired late Friday night — on the eve of his retirement. Here’s w… https://t.co/g8NhNgTWtL",30,@NYTimes
-0.5574,Tue Mar 20 15:22:05 +0000 2018,0.175,0.825,0.0,The last male northern white rhino in the world has died. Just 2 northern white rhinos now remain. https://t.co/iGPYGlACEH,31,@NYTimes
0.0,Tue Mar 20 15:19:35 +0000 2018,0.0,1.0,0.0,"Meet Nemo and Mickey, the beagles who hunt bedbugs for NYC's Department of Housing Preservation and Development… https://t.co/6pDggDt2Im",32,@NYTimes
-0.5574,Tue Mar 20 15:12:05 +0000 2018,0.146,0.854,0.0,"""I didn't even know what tuberculosis was,"" one woman said. ""Then my mother died and because nobody in my family ha… https://t.co/H5y5h3iA74",33,@NYTimes
-0.0516,Tue Mar 20 15:02:04 +0000 2018,0.173,0.663,0.163,The Federal Trade Commission is investigating whether Facebook violated an agreement on data privacy https://t.co/WTUVDrck2a,34,@NYTimes
0.5994,Tue Mar 20 15:02:04 +0000 2018,0.0,0.786,0.214,RT @UpshotNYT: What recent special elections can and can't tell us about prospects for Democrats in the 2018 midterms. https://t.co/IvyvHVo…,35,@NYTimes
0.3612,Tue Mar 20 14:52:05 +0000 2018,0.0,0.884,0.116,"New York is getting ready for yet another major snowstorm, just in time for the first day of spring https://t.co/zaiixeU3IV",36,@NYTimes
0.34,Tue Mar 20 14:42:03 +0000 2018,0.0,0.893,0.107,"RT @NYTSports: “This is the real March Madness.” 32 teams, seven days and one shared hotel. It's the @NAIA tournament. https://t.co/jmeABGb…",37,@NYTimes
-0.4767,Tue Mar 20 14:40:08 +0000 2018,0.147,0.853,0.0,"Your daily @DealBook Briefing: 

• Facebook had a terrible day.

• So did Uber.

• Leaders at the G-20 summit are s… https://t.co/pA9s2WtIhM",38,@NYTimes
0.34,Tue Mar 20 14:33:17 +0000 2018,0.161,0.595,0.244,"3 people were injured in a high school shooting in Great Mills, Maryland https://t.co/KhSQHiGmvW",39,@NYTimes
-0.2732,Tue Mar 20 14:32:06 +0000 2018,0.116,0.884,0.0,Nigerian officials had been warned that Boko Haram militants were approaching before 110 schoolgirls were kidnapped… https://t.co/3EzNLJixMI,40,@NYTimes
0.0,Tue Mar 20 14:22:02 +0000 2018,0.0,1.0,0.0,Facebook’s open platform for apps helped it grow. But it has become a privacy nightmare. https://t.co/00Y2uFFUH3,41,@NYTimes
0.0,Tue Mar 20 14:10:31 +0000 2018,0.0,1.0,0.0,"In Opinion 

The Editorial Board writes: Lawmakers and regulators need to force Facebook to quickly identify and al… https://t.co/Tyw2AIc5K2",42,@NYTimes
0.0,Tue Mar 20 14:00:28 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/SWJ1ymff77 https://t.co/DSPkK8sSdL,43,@NYTimes
-0.4939,Tue Mar 20 13:46:07 +0000 2018,0.151,0.849,0.0,Experts fear that Venezuela is teetering on the brink of a tuberculosis epidemic that could spill over its borders… https://t.co/zqYZEWeISP,44,@NYTimes
0.0,Tue Mar 20 13:30:06 +0000 2018,0.0,1.0,0.0,What we know about the bombings and explosions in Austin and San Antonio https://t.co/TOvCv2aqTe https://t.co/n7sDDSlH8j,45,@NYTimes
0.0,Tue Mar 20 13:17:05 +0000 2018,0.0,1.0,0.0,A package that exploded at a FedEx center near San Antonio was addressed to Austin and was believed to be connected… https://t.co/Vzaq1ejguz,46,@NYTimes
-0.7269,Tue Mar 20 13:00:11 +0000 2018,0.243,0.757,0.0,"""When I deployed to Iraq in 2003, there was no war. We had to start it,"" a former Marine Corps tanker writes https://t.co/RYFCbhplRc",47,@NYTimes
-0.2263,Tue Mar 20 12:45:04 +0000 2018,0.113,0.81,0.077,The Uber car was in autonomous mode with a human safety driver at the wheel but carrying no passengers when it stru… https://t.co/I5FryTdFCz,48,@NYTimes
0.0,Tue Mar 20 12:28:03 +0000 2018,0.0,1.0,0.0,"Education Secretary Betsy DeVos has clashed with staff members over a reorganization plan, which they say she tried… https://t.co/SlIjmhturB",49,@NYTimes
0.0,Tue Mar 20 12:15:08 +0000 2018,0.0,1.0,0.0,"Andrew Cuomo directed the state attorney general to review how the Manhattan district attorney, Cyrus Vance, handle… https://t.co/BHP29AUBm9",50,@NYTimes
0.0,Tue Mar 20 12:00:06 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/dUPBGiOjj1 https://t.co/vkuvAEbjDz,51,@NYTimes
0.25,Tue Mar 20 11:50:08 +0000 2018,0.0,0.889,0.111,"In Opinion

Op-Ed columnist @michelleinbklyn writes: ""If the Trump campaign had a social media advantage, one reaso… https://t.co/uza16auFHK",52,@NYTimes
0.1451,Tue Mar 20 11:39:04 +0000 2018,0.105,0.765,0.13,"""Thanks to Britain, they've ensured a level of turnout we weren't hoping to achieve by ourselves."" Russia has credi… https://t.co/6vZ9ZGFnhB",53,@NYTimes
0.5809,Tue Mar 20 11:30:07 +0000 2018,0.072,0.701,0.227,"""The company regrets that it cannot undo the damage Harvey Weinstein caused, but hopes that today's events will mar… https://t.co/RAclA0ufYj",54,@NYTimes
0.4754,Tue Mar 20 11:20:08 +0000 2018,0.0,0.808,0.192,A look at how the most powerful man in Russia is staying that way https://t.co/FfeEbyu00E,55,@NYTimes
0.296,Tue Mar 20 11:11:05 +0000 2018,0.0,0.879,0.121,"Steven Mnuchin: ""The objective is not to put tariffs on everybody but to solve the issue"" https://t.co/VErv4gPvSS",56,@NYTimes
0.3818,Tue Mar 20 11:00:04 +0000 2018,0.0,0.885,0.115,"President Trump has weighed aloud in recent days to close associates whether to dismiss his lawyer Ty Cobb, who had… https://t.co/Ca6ekto0ZX",57,@NYTimes
0.4215,Tue Mar 20 10:44:03 +0000 2018,0.0,0.877,0.123,"In Opinion 

Op-Ed contributor Sinan Antoon writes: ""The invasion of Iraq is often spoken of in the United States a… https://t.co/ulyJNeBDLY",58,@NYTimes
0.0,Tue Mar 20 10:36:06 +0000 2018,0.0,1.0,0.0,"Morning Briefing: Here's what you need to know to start your day 
https://t.co/OnA4rHBW9i https://t.co/BAD5GT7f8L",59,@NYTimes
0.0,Tue Mar 20 10:14:01 +0000 2018,0.0,1.0,0.0,RT @nytimesworld: NGOs operate about 40 women's shelters in Afghanistan. The Afghan government is seeking to take financial control of them…,60,@NYTimes
-0.5859,Tue Mar 20 10:00:07 +0000 2018,0.183,0.817,0.0,"Britain's foreign secretary said that Russia's denials of responsibility in the poisoning of a former spy were ""inc… https://t.co/yavwUc9rpH",61,@NYTimes
0.0,Tue Mar 20 09:45:09 +0000 2018,0.0,1.0,0.0,"At a conference on whale biology in 1971, a female attendee was photographed but not identified. Last week, a team… https://t.co/lvcWO61ksG",62,@NYTimes
-0.4939,Tue Mar 20 09:30:14 +0000 2018,0.144,0.856,0.0,"The Weinstein Company said it released anyone ""who suffered or witnessed any form of sexual misconduct by Harvey We… https://t.co/nHS3fvgzBX",63,@NYTimes
0.2732,Tue Mar 20 09:15:06 +0000 2018,0.0,0.851,0.149,British and EU negotiators agreed on the terms of a 21-month Brexit transition https://t.co/VMU82Vx0X2,64,@NYTimes
0.0,Tue Mar 20 09:00:18 +0000 2018,0.0,1.0,0.0,A Facebook executive who urged transparency on Russian disinformation is said to be leaving after clashing with oth… https://t.co/YIe5Pp6zb7,65,@NYTimes
0.2023,Tue Mar 20 08:45:06 +0000 2018,0.0,0.795,0.205,5 important takeaways from China's National People's Congress https://t.co/ktm54IYt4R,66,@NYTimes
0.0,Tue Mar 20 08:30:12 +0000 2018,0.0,1.0,0.0,Videos appear to show individuals casting multiple ballots during Russia's election  https://t.co/CHuJr7GdJ5,67,@NYTimes
0.4939,Tue Mar 20 08:15:04 +0000 2018,0.0,0.792,0.208,Britain's government has raised the possibility that it might consider seizing the assets of wealthy Russians like… https://t.co/eoMrHLRvCZ,68,@NYTimes
-0.5994,Tue Mar 20 08:02:02 +0000 2018,0.205,0.795,0.0,"A U.S. soldier in Niger warned that his unit was ill equipped for a raid on a militant. They were sent anyway, and… https://t.co/c4JMwYfTZf",69,@NYTimes
-0.4215,Tue Mar 20 07:47:03 +0000 2018,0.118,0.882,0.0,RT @nytimesworld: The kidnapping of 110 girls by Boko Haram has left anguished parents asking how such a kidnapping could happen again http…,70,@NYTimes
0.0,Tue Mar 20 07:32:03 +0000 2018,0.0,1.0,0.0,"“Send some girls around to the candidate’s house.”

As part of a monthslong investigation into Cambridge Analytica,… https://t.co/yArOs3bQmM",71,@NYTimes
0.5574,Tue Mar 20 07:17:04 +0000 2018,0.0,0.787,0.213,"RT @ScottShaneNYT: Covering Facebook is a bit like covering the government now, in scale and significance. And @nicoleperlroth @sheeraf can…",72,@NYTimes
0.6124,Tue Mar 20 07:07:42 +0000 2018,0.0,0.615,0.385,How to Enjoy Fine Dining on a Fast Food Budget https://t.co/Zvv75ozqhq,73,@NYTimes
0.0,Tue Mar 20 07:02:05 +0000 2018,0.0,1.0,0.0,"The Australian comic Hannah Gadsby calls out Louis C.K., Harvey Weinstein and Bill Clinton, but her real target is… https://t.co/VlFMTsQZti",74,@NYTimes
0.0,Tue Mar 20 06:33:04 +0000 2018,0.0,1.0,0.0,RT @nytimesworld: President Bashar al-Assad of Syria took a tour of the eastern Ghouta suburb of Damascus after a government military offen…,75,@NYTimes
-0.4404,Tue Mar 20 06:18:45 +0000 2018,0.244,0.756,0.0,Can Wikipedia bear the burden of fact-checking YouTube videos? https://t.co/6vZsPdX5z0,76,@NYTimes
0.4404,Tue Mar 20 06:02:03 +0000 2018,0.0,0.818,0.182,The shopping gems in Belfast's lively city center are the independently owned establishments https://t.co/AwXscJyNqA,77,@NYTimes
0.4588,Tue Mar 20 05:32:05 +0000 2018,0.099,0.705,0.196,"RT @UpshotNYT: New research shows that even black boys who grow up wealthy are more likely to wind up poor than to stay rich.
https://t.co/…",78,@NYTimes
-0.1027,Tue Mar 20 05:02:04 +0000 2018,0.132,0.755,0.113,"Facebook’s chief information security officer, Alex Stamos, is said to have had internal disagreements over how the… https://t.co/bxcrB2UI4o",79,@NYTimes
0.0,Tue Mar 20 04:47:04 +0000 2018,0.0,1.0,0.0,RT @kimseverson: Stuffed ham is a dying art. Or maybe not. Come read about my journey to the land of stuffed ham and decide. https://t.co/9…,80,@NYTimes
0.0,Tue Mar 20 04:32:06 +0000 2018,0.0,1.0,0.0,Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightmare. https://t.co/HUEJOTDUCF,81,@NYTimes
0.4215,Tue Mar 20 04:17:05 +0000 2018,0.0,0.882,0.118,RT @marclacey: Can you believe it’s been six months since Harvey flooded Houston? Here’s a powerful look by @nytvideo at one neighborhood t…,82,@NYTimes
-0.5106,Tue Mar 20 04:02:02 +0000 2018,0.212,0.788,0.0,"As President Trump openly discussed firing one of his lawyers, another considered resigning and a third — who pushe… https://t.co/t6nEelnV6l",83,@NYTimes
-0.5994,Tue Mar 20 03:47:01 +0000 2018,0.224,0.776,0.0,Mississippi has imposed a ban on abortions after 15 weeks. The state's only abortion clinic immediately sued to blo… https://t.co/KqLmc4NspZ,84,@NYTimes
0.0,Tue Mar 20 03:32:03 +0000 2018,0.0,1.0,0.0,RT @kevinroose: New by me: Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightm…,85,@NYTimes
0.2023,Tue Mar 20 03:17:06 +0000 2018,0.175,0.583,0.242,4 easy ways to cut down your sugar intake https://t.co/rRf9xm6WHS,86,@NYTimes
-0.34,Tue Mar 20 03:02:05 +0000 2018,0.098,0.902,0.0,RT @nytmike: Dowd wants to quit. Trump’s talking about firing Cobb. Another lawyer — who says FBI made up evidence against Trump — was hire…,87,@NYTimes
-0.2023,Tue Mar 20 02:47:07 +0000 2018,0.087,0.913,0.0,"The brother of Nikolas Cruz was charged with trespassing at Marjory Stoneman Douglas High School on Monday, the aut… https://t.co/h0o2gTJ7HO",88,@NYTimes
0.0,Tue Mar 20 02:32:04 +0000 2018,0.0,1.0,0.0,"Audit your Facebook apps, audit your Facebook privacy settings, and 5 other tips for protecting your data on Facebo… https://t.co/t87b7WJjZH",89,@NYTimes
0.0,Tue Mar 20 02:17:06 +0000 2018,0.0,1.0,0.0,"Claire’s, the teen jewelry chain known for its ear-piercing services, filed for Chapter 11 bankruptcy protection https://t.co/mn4hvSQjkf",90,@NYTimes
-0.6369,Tue Mar 20 02:02:02 +0000 2018,0.346,0.512,0.142,The Supreme Court rejected an emergency request from Pennsylvania Republicans to block new congressional voting dis… https://t.co/DeLYEPkfdu,91,@NYTimes
0.128,Tue Mar 20 01:47:04 +0000 2018,0.076,0.83,0.094,RT @sheeraf: To be clear: We spoke to seven current and former Facebook employees for this story on how internal disputes over FB's role in…,92,@NYTimes
-0.5994,Tue Mar 20 01:32:03 +0000 2018,0.205,0.795,0.0,"A U.S. soldier in Niger warned that his unit was ill equipped for a raid on a militant. They were sent anyway, and… https://t.co/0U7C8aSiyP",93,@NYTimes
0.0,Tue Mar 20 01:17:03 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/HYYSMwnO4R,94,@NYTimes
0.2732,Tue Mar 20 01:00:19 +0000 2018,0.0,0.896,0.104,"After we published an article on tipping and the power imbalance it creates between customers and servers, readers… https://t.co/LJx3uSo2dF",95,@NYTimes
-0.296,Tue Mar 20 00:48:11 +0000 2018,0.152,0.781,0.066,"RT @sheeraf: Full story now up. Alex Stamos is the first Facebook executive to leave the company, amid growing internal tensions over disin…",96,@NYTimes
0.0,Tue Mar 20 00:32:02 +0000 2018,0.0,1.0,0.0,"At a conference on whale biology in 1971, a female attendee was photographed but not identified. Last week, a team… https://t.co/BfdgD7NSnJ",97,@NYTimes
0.0,Tue Mar 20 00:17:03 +0000 2018,0.0,1.0,0.0,"RT @nytopinion: Despite Facebook’s claims, everyone involved in the Cambridge Analytica data-siphoning incident did not give his or her “co…",98,@NYTimes
0.0,Tue Mar 20 00:02:05 +0000 2018,0.0,1.0,0.0,Mary Outerbridge set up a tennis court in Staten Island in her 20s. It may have been the first in the U.S. https://t.co/MrVl8V3Mll,99,@NYTimes
